judet,localitate,strada,zip
Tulcea,Tulcea,Stradă Nenitescu Ion,820142
Tulcea,Tulcea,Stradă Closca,820143
Tulcea,Tulcea,Stradă Crisan,820143
Tulcea,Tulcea,Stradă Dochiei,820143
Tulcea,Tulcea,Stradă Horia,820143
Tulcea,Tulcea,Stradă Libertatii,820144
Tulcea,Tulcea,Stradă Troitei,820144
Tulcea,Tulcea,Stradă Eroilor,820145
Tulcea,Tulcea,Stradă Lupeni,820146
Tulcea,Tulcea,Stradă Trandafirilor,820146
Tulcea,Tulcea,Stradă Maniu Iuliu,820147
Tulcea,Tulcea,Stradă Decebal,820150
Tulcea,Tulcea,Stradă Victoriei,820150
Tulcea,Tulcea,Stradă Grigore Andrei,820151
Tulcea,Tulcea,Stradă Picherului,820151
Tulcea,Tulcea,Stradă Carpati,820152
Tulcea,Tulcea,Stradă Cascadei,820152
Tulcea,Tulcea,Stradă Delfinului,820152
Tulcea,Tulcea,Stradă Eminescu Mihai,820152
Tulcea,Tulcea,Stradă Bucovinei,820153
Tulcea,Tulcea,Stradă Crivat,820153
Tulcea,Tulcea,Stradă Unirii,820156
Tulcea,Tulcea,Stradă Vladimirescu Tudor,820156
Tulcea,Tulcea,Stradă Garii,820157
Tulcea,Tulcea,Stradă Garii,820158
Tulcea,Tulcea,Stradă Garii,820159
Tulcea,Tulcea,Stradă Garii,820160
Tulcea,Tulcea,Stradă Garii,820161
Tulcea,Tulcea,Stradă Isaccei,820164
Tulcea,Tulcea,Stradă Isaccei,820165
Tulcea,Tulcea,Stradă Isaccei,820166
Tulcea,Tulcea,Stradă Isaccei,820167
Tulcea,Tulcea,Stradă Isaccei,820168
Tulcea,Tulcea,Stradă Isaccei,820169
Tulcea,Tulcea,Stradă Podgoriilor,820172
Tulcea,Tulcea,Stradă Podgoriilor,820173
Tulcea,Tulcea,Stradă Podgoriilor,820174
Tulcea,Tulcea,Stradă 1848,820175
Tulcea,Tulcea,Stradă Ipatescu Ana,820176
Tulcea,Tulcea,Stradă Venus,820177
Tulcea,Tulcea,Stradă Spitalului,820180
Tulcea,Tulcea,Stradă Maniu Iuliu,820181
Tulcea,Tulcea,Stradă 1848,820182
Tulcea,Tulcea,Stradă Teodoroiu Ecaterina,820183
Tulcea,Tulcea,Stradă Biruintei,820184
Tulcea,Tulcea,Stradă Cicoarei,820187
Tulcea,Tulcea,Stradă Frasinului,820187
Tulcea,Tulcea,Stradă Oitelor,820187
Tulcea,Tulcea,Stradă Campului,820188
Tulcea,Tulcea,Alee Pinului,820189
Tulcea,Tulcea,Stradă Chiparosului,820189
Tulcea,Tulcea,Stradă Socului,820189
Tulcea,Tulcea,Stradă 1848,820190
Tulcea,Tulcea,Stradă Pelinului,820191
Tulcea,Tulcea,Stradă Sulfinei,820191
Tulcea,Tulcea,Stradă Podgoriilor,820192
Tulcea,Tulcea,Stradă 1848,820195
Tulcea,Tulcea,Stradă Campului,820196
Tulcea,Tulcea,Stradă Antenei,820197
Tulcea,Tulcea,Stradă Grausor,820197
Tulcea,Tulcea,Stradă Mieilor,820197
Tulcea,Tulcea,Stradă Portitei,820197
Tulcea,Tulcea,Stradă Meduzei,820198
Tulcea,Tulcea,Stradă Barajului,820199
Tulcea,Tulcea,Stradă Cristina,820200
Tulcea,Tulcea,Stradă Alunisului,820203
Tulcea,Tulcea,Stradă Alunisului,820204
Tulcea,Tulcea,Stradă Alunisului,820205
Tulcea,Tulcea,Stradă Varariei,820206
Tulcea,Tulcea,Stradă Isaccei,820207
Tulcea,Tulcea,Alee Ghiocelului,820208
Tulcea,Tulcea,Stradă Metalurgistilor,820211
Tulcea,Tulcea,Stradă Constructorilor,820212
Tulcea,Tulcea,Stradă Ciocarliei,820213
Tulcea,Tulcea,Stradă Stejarului,820214
Tulcea,Tulcea,Stradă Stanjenelului,820215
Tulcea,Tulcea,Stradă Isaccei,820216
Tulcea,Tulcea,Stradă Ecoului,820219
Tulcea,Tulcea,Stradă Lanului,820219
Tulcea,Tulcea,Stradă Stanjenelului,820219
Tulcea,Tulcea,Stradă Combustibilului,820220
Tulcea,Tulcea,Stradă Isaccei,820220
Tulcea,Tulcea,Stradă Prelungirea Taberei,820221
Tulcea,Tulcea,Stradă Barajului,820222
Tulcea,Tulcea,Stradă Isaccei,820226
Tulcea,Tulcea,Stradă Isaccei,820227
Tulcea,Tulcea,Stradă Isaccei,820228
Tulcea,Tulcea,Stradă Forestierului,820229
Tulcea,Tulcea,Stradă Baltag,820230
Tulcea,Tulcea,Stradă Livezilor,820230
Tulcea,Tulcea,Stradă Isaccei,820233
Tulcea,Tulcea,Stradă Uzinei,820234
Tulcea,Tulcea,Stradă Tineretului,820235
Tulcea,Tulcea,Stradă Viitorului,820236
Tulcea,Tulcea,Stradă Taberei,820237
Tulcea,Tulcea,Stradă Varariei Balta,820238
Tulcea,Tulcea,Stradă Isaccei,820241
Tulcea,Tulcea,Stradă Portului,820242
Tulcea,Tulcea,Stradă Portului,820243
Tulcea,Tulcea,Stradă Garii,820244
Tulcea,Tulcea,Stradă Garii,820245
Tulcea,Tulcea,Piata Independentei,820246
Tulcea,Tulcea,O.P. Tulcea 1,820250
Tulcea,Tulcea,O.P. Tulcea 3,820260
Tulcea,Tulcea,Gh.P. Ghiseu 1 - Tulcea 3,820270
Tulcea,Tulcea,Gh.P. Ghiseu 2 - Tulcea 3,820280
Tulcea,Tulcea,O.P. Tulcea 4,820290
Tulcea,Tulcea,O.P. Tulcea 5,820300
Tulcea,Tulcea,O.P. Tulcea 6,820310
Tulcea,Tulcea,O.P.D.C.,820320
Tulcea,Tulcea,O.P.R.M.,820330
Tulcea,Turcoaia,,827230
Tulcea,Văcăreni,,827125
Tulcea,Agighiol,,827236
Tulcea,Iazurile,,827237
Tulcea,Valea Nucarilor,,827235
Tulcea,Valea Teilor,,827108
Vrancea,Adjud,,625100
Vrancea,Adjudu Vechi,,625101
Vrancea,Burcioaia,,625102
Vrancea,Şişcani,,625103
Vrancea,Andreiaşu de Jos,,627005
Vrancea,Andreiaşu de Sus,,627006
Vrancea,Arşiţa,,627007
Vrancea,Fetig,,627008
Vrancea,Hotaru,,627009
Vrancea,Răchitaşu,,627011
Vrancea,Titila,,627012
Vrancea,Băleşti,,627015
Vrancea,Bârseşti,,627020
Vrancea,Topeşti,,627022
Vrancea,Bilieşti,,627331
Vrancea,Bicheşti,,627026
Vrancea,Bogheşti,,627025
Vrancea,Bogheştii de Sus,,627027
Vrancea,Chiţcani,,627028
Vrancea,Iugani,,627029
Vrancea,Plăcinţeni,,627031
Vrancea,Pleşeşti,,627032
Vrancea,Prisecani,,627033
Vrancea,Tăbuceşti,,627034
Vrancea,Boloteşti,,627035
Vrancea,Găgeşti,,627036
Vrancea,Ivănceşti,,627037
Vrancea,Pietroasa,,627038
Vrancea,Putna,,627039
Vrancea,Vităneştii de sub Măgură,,627041
Vrancea,Bordeşti,,627045
Vrancea,Bordeştii de Jos,,627046
Vrancea,Arva,,627051
Vrancea,Broşteni,,627050
Vrancea,Pituluşa,,627052
Vrancea,Câmpineanca,,627055
Vrancea,Pietroasa,,627056
Vrancea,Vâlcele,,627057
Vrancea,Câmpuri,,627060
Vrancea,Feteşti,,627061
Vrancea,Gura Văii,,627062
Vrancea,Rotileştii Mari,,627063
Vrancea,Rotileştii Mici,,627064
Vrancea,Blidari,,627066
Vrancea,Bonţeşti,,627067
Vrancea,Cârligele,,627065
Vrancea,Dălhăuţi,,627068
Vrancea,Cătăuţi,,627071
Vrancea,Chiojdeni,,627070
Vrancea,Lojniţa,,627072
Vrancea,Luncile,,627073
Vrancea,Mărăcini,,627074
Vrancea,Podurile,,627076
Vrancea,Seciu,,627077
Vrancea,Tulburea,,627078
Vrancea,Ciorăşti,,627080
Vrancea,Codreşti,,627081
Vrancea,Mihălceni,,627082
Vrancea,Salcia Nouă,,627083
Vrancea,Salcia Veche,,627084
Vrancea,Satu Nou,,627086
Vrancea,Spătăreasa,,627087
Vrancea,Buda,,627091
Vrancea,Corbiţa,,627090
Vrancea,Izvoarele,,627092
Vrancea,Lărgăşeni,,627093
Vrancea,Ocheşeşti,,627094
Vrancea,Rădăcineşti,,627096
Vrancea,Şerbăneşti,,627097
Vrancea,Tuţu,,627098
Vrancea,Vâlcelele,,627099
Vrancea,Budeşti,,627101
Vrancea,Coteşti,,627100
Vrancea,Goleştii de Sus,,627102
Vrancea,Valea Coteşti,,627103
Vrancea,Alexandru Vlahuţă,,627106
Vrancea,Cândeşti,,627107
Vrancea,Dragosloveni,,627108
Vrancea,Dumbrăveni,,627105
Vrancea,Biceştii de Jos,,627111
Vrancea,Biceştii de Sus,,627112
Vrancea,Blidari,,627113
Vrancea,Dumitreşti,,627110
Vrancea,Dumitreştii de Sus,,627114
Vrancea,Dumitreştii-Faţă,,627116
Vrancea,Găloieşti,,627117
Vrancea,Lăstuni,,627118
Vrancea,Lupoaia,,627119
Vrancea,Motnău,,627121
Vrancea,Poieniţa,,627122
Vrancea,Roşcari,,627123
Vrancea,Siminoc,,627124
Vrancea,Tînoasa,,627126
Vrancea,Trestia,,627127
Vrancea,Valea Mică,,627128
Vrancea,Ciolăneşti,,627136
Vrancea,Fitioneşti,,627135
Vrancea,Ghimiceşti,,627137
Vrancea,Holbăneşti,,627138
Vrancea,Mănăstioara,,627139
Vrancea,Focşani,"Stradă Mincu Ion, arhitect",620003
Vrancea,Focşani,"Stradă Neculuta Teodor, poet",620003
Vrancea,Focşani,Stradă Cipariu Timotei,620004
Vrancea,Focşani,"Stradă Magheru Gheorghe, general",620004
Vrancea,Focşani,Stradă Putnei,620004
Vrancea,Focşani,Bulevard Unirii,620005
Vrancea,Focşani,Stradă Unirea Principatelor,620006
Vrancea,Focşani,Stradă Anul Revolutionar 1848,620009
Vrancea,Focşani,Stradă Asachi Gheorghe,620009
Vrancea,Focşani,Stradă Razboieni,620009
Vrancea,Focşani,Stradă Garofitei,620010
Vrancea,Focşani,Stradă Ghioceilor,620010
Vrancea,Focşani,Stradă Jiliste,620010
Vrancea,Focşani,"Stradă Muntenescu, aviator",620010
Vrancea,Focşani,Alee Crinului,620011
Vrancea,Focşani,"Stradă Caian Dimitrie, profesor",620011
Vrancea,Focşani,Stradă Mehedinti Simion,620011
Vrancea,Focşani,Stradă Tabacari,620011
Vrancea,Focşani,Bulevard Garii,620012
Vrancea,Focşani,Stradă 13 Decembrie 1918,620012
Vrancea,Focşani,"Stradă Tanasescu Dumitru, sublocotenent",620012
Vrancea,Focşani,Bulevard Independentei,620015
Vrancea,Focşani,Bulevard Unirii,620015
Vrancea,Focşani,Stradă Aurora,620015
Vrancea,Focşani,Stradă Cernei,620016
Vrancea,Focşani,Stradă Crisana,620016
Vrancea,Focşani,Stradă Dobrogeanu Gherea,620016
Vrancea,Focşani,"Stradă Tatulescu Gheorghe, sublocotenent",620016
Vrancea,Focşani,Stradă Dorului,620017
Vrancea,Focşani,Stradă Greva de la Grivita,620017
Vrancea,Focşani,Stradă Penes Curcanul,620017
Vrancea,Focşani,Stradă tardea Toader,620017
Vrancea,Focşani,Stradă Balanuta Leopoldina,620018
Vrancea,Focşani,Stradă Kalustian Leon,620018
Vrancea,Focşani,Stradă Republicii,620018
Vrancea,Focşani,Stradă Titulescu Nicolae,620018
Vrancea,Focşani,Stradă Ipatescu Ana,620021
Vrancea,Focşani,Stradă Mare a Unirii,620021
Vrancea,Focşani,"Stradă Sava Gheorghe, maior",620021
Vrancea,Focşani,Stradă Iorga Nicolae,620022
Vrancea,Focşani,Stradă Miorita,620022
Vrancea,Focşani,Stradă Miron Costin,620022
Vrancea,Focşani,Stradă Zamfirescu Duiliu,620022
Vrancea,Focşani,Stradă Ecoului,620023
Vrancea,Focşani,Stradă Marasti,620023
Vrancea,Focşani,Stradă Oituz,620023
Vrancea,Focşani,Stradă Republicii,620023
Vrancea,Focşani,Alee Vladimirescu Tudor,620024
Vrancea,Focşani,Piata Independentei,620024
Vrancea,Focşani,Stradă Greva de la Grivita,620024
Vrancea,Focşani,Stradă Penes Curcanul,620024
Vrancea,Focşani,Stradă Piata Moldovei,620024
Vrancea,Focşani,Stradă Vladimirescu Tudor,620024
Vrancea,Focşani,Stradă Bicaz,620027
Vrancea,Focşani,"Stradă Ionescu Traian, capitan",620027
Vrancea,Focşani,Stradă Barsei,620028
Vrancea,Focşani,Stradă Gloriei,620028
Vrancea,Focşani,Cartier C.F.R.,620029
Vrancea,Focşani,Stradă Magazia Garii,620030
Vrancea,Focşani,Alee Scolii,620031
Vrancea,Focşani,Stradă Cuza Voda,620034
Vrancea,Focşani,Stradă Eroilor,620034
Vrancea,Focşani,Stradă Republicii,620034
Vrancea,Focşani,Fundatura Cuza Voda,620035
Vrancea,Focşani,"Stradă Pastia Ghorghe, maior",620035
Vrancea,Focşani,Bulevard Dimitrie Cantemir,620036
Vrancea,Focşani,Stradă Kogalniceanu Mihail,620036
Vrancea,Focşani,Stradă Mare a Unirii,620037
Vrancea,Focşani,Stradă Vamii,620037
Vrancea,Focşani,Stradă Baltii,620040
Vrancea,Focşani,Stradă Berzei,620040
Vrancea,Focşani,Stradă Lacramioarei,620040
Vrancea,Focşani,Stradă Liliacului,620040
Vrancea,Focşani,Stradă Luminitei,620040
Vrancea,Focşani,Stradă Carpinis,620041
Vrancea,Focşani,Stradă Dambovita,620041
Vrancea,Focşani,Stradă Dumbrava,620041
Vrancea,Focşani,Stradă Movilita,620041
Vrancea,Focşani,Stradă Toporasi,620041
Vrancea,Focşani,Fundatura Faget,620042
Vrancea,Focşani,Fundatura Nuferilor,620042
Vrancea,Focşani,Stradă Faget,620042
Vrancea,Focşani,Stradă Salcioarei,620042
Vrancea,Focşani,Stradă Galati,620043
Vrancea,Focşani,Stradă Islaz,620043
Vrancea,Focşani,Stradă Izvor,620043
Vrancea,Focşani,Stradă Lucefarului,620043
Vrancea,Focşani,Stradă Mieilor,620043
Vrancea,Focşani,Stradă Trandafirilor,620043
Vrancea,Focşani,Fundatura Ipatescu Ana,620046
Vrancea,Focşani,Fundatura Primaverii,620046
Vrancea,Focşani,Fundatura Sahia Alexandru,620046
Vrancea,Focşani,Stradă Ipatescu Ana,620046
Vrancea,Focşani,Stradă Lunei,620046
Vrancea,Focşani,Stradă Sahia Alexandru,620046
Vrancea,Focşani,Alee Cuza Voda,620047
Vrancea,Focşani,Intrare Cuza Voda,620047
Vrancea,Focşani,Stradă Republicii,620047
Vrancea,Focşani,Stradă Zamfirescu Duiliu,620047
Vrancea,Focşani,"Stradă Basgan Ion, inginer",620048
Vrancea,Focşani,Stradă Eminescu Mihai,620048
Vrancea,Focşani,Stradă Fraternitatii,620049
Vrancea,Focşani,Stradă Marasesti,620049
Vrancea,Focşani,Stradă Prosperitatii,620049
Vrancea,Focşani,Stradă Culturii,620050
Vrancea,Focşani,Stradă Mare a Unirii,620050
Vrancea,Focşani,Stradă Agriculturii,620053
Vrancea,Focşani,Stradă Bujor,620053
Vrancea,Focşani,Fundatura Caragiale Ion Luca,620054
Vrancea,Focşani,Stradă Caragiale Ion Luca,620054
Vrancea,Focşani,"Stradă Stere Constantin, profesor",620054
Vrancea,Focşani,"Stradă Tigoianu Vasile, sublocotenent",620054
Vrancea,Focşani,Fundatura Odobesti,620055
Vrancea,Focşani,Stradă Muncitori,620055
Vrancea,Focşani,Stradă Odobesti,620055
Vrancea,Focşani,Stradă Varga Ecaterina,620055
Vrancea,Focşani,Bulevard Independentei,620056
Vrancea,Focşani,Stradă Marasesti,620057
Vrancea,Focşani,Fundatura Staiesti,620060
Vrancea,Focşani,Stradă Avram Iancu,620060
Vrancea,Focşani,Stradă Piata Obor,620060
Vrancea,Focşani,Stradă Razoare,620060
Vrancea,Focşani,Stradă Staiesti,620060
Vrancea,Focşani,Stradă Zabala,620060
Vrancea,Focşani,Stradă Zabraut,620060
Vrancea,Focşani,Stradă Zboina,620060
Vrancea,Focşani,Stradă Cluj,620061
Vrancea,Focşani,Stradă Libertatii,620061
Vrancea,Focşani,Stradă Oborul de Vite,620061
Vrancea,Focşani,Stradă Tisa,620061
Vrancea,Focşani,Stradă Viilor,620061
Vrancea,Focşani,Fundatura Rovine,620062
Vrancea,Focşani,Stradă Dorobanti,620062
Vrancea,Focşani,Stradă Gradinari,620062
Vrancea,Focşani,Stradă Pacii,620062
Vrancea,Focşani,Stradă Rovine,620062
Vrancea,Focşani,Stradă Targului,620062
Vrancea,Focşani,Stradă Virtutii,620062
Vrancea,Focşani,Stradă Fulger,620063
Vrancea,Focşani,Stradă Marasesti,620063
Vrancea,Focşani,Stradă Mare a Unirii,620063
Vrancea,Focşani,Stradă Vrancei,620063
Vrancea,Focşani,Stradă Neculce Ion,620064
Vrancea,Focşani,Stradă Plopi,620064
Vrancea,Focşani,Stradă Podgoriei,620064
Vrancea,Focşani,Stradă Sagetii,620064
Vrancea,Focşani,Stradă Triumfului,620064
Vrancea,Focşani,"Stradă Varvarici Doru, sublocotenent",620064
Vrancea,Focşani,Stradă Albinei,620067
Vrancea,Focşani,Stradă Carabus,620067
Vrancea,Focşani,Stradă Russo Alecu,620067
Vrancea,Focşani,Stradă Stupilor,620067
Vrancea,Focşani,Stradă Cetatea Craciuna,620068
Vrancea,Focşani,Stradă Cotesti,620068
Vrancea,Focşani,Stradă Mos Ion Roata,620068
Vrancea,Focşani,Stradă Rodnei,620068
Vrancea,Focşani,Stradă Contemporanul,620069
Vrancea,Focşani,Stradă Maior Petru,620069
Vrancea,Focşani,Stradă Muncii,620069
Vrancea,Focşani,Stradă Ovidenia,620069
Vrancea,Focşani,Bulevard Garii,620070
Vrancea,Focşani,Fundatura Dionyssos,620070
Vrancea,Focşani,Stradă Barsei,620070
Vrancea,Focşani,Stradă Dionyssos,620070
Vrancea,Focşani,Stradă Fratiei,620070
Vrancea,Focşani,Stradă Milcov,620070
Vrancea,Focşani,Fundatura Asachi Gheorghe,620071
Vrancea,Focşani,Stradă Asachi Gheorghe,620071
Vrancea,Focşani,Stradă Patriei,620071
Vrancea,Focşani,Stradă Stefu Petru,620071
Vrancea,Focşani,Stradă Transilvaniei,620071
Vrancea,Focşani,Stradă Razboieni,620072
Vrancea,Focşani,Stradă Valcele,620072
Vrancea,Focşani,Stradă Vlad tepes,620072
Vrancea,Focşani,Bulevard Garii,620075
Vrancea,Focşani,"Fundatura Potop Gheorghe, sublocotenent",620075
Vrancea,Focşani,Stradă Avantului,620075
Vrancea,Focşani,"Stradă Potop Gheorghe, sublocotenent",620075
Vrancea,Focşani,Stradă Republicii,620075
Vrancea,Focşani,Stradă Fagaras,620076
Vrancea,Focşani,Stradă Stefan cel Mare,620076
Vrancea,Focşani,Stradă Teiului,620076
Vrancea,Focşani,Bulevard Unirii,620077
Vrancea,Focşani,Alee Florilor,620080
Vrancea,Focşani,Stradă Barsei,620080
Vrancea,Focşani,Stradă Racovita Emil,620080
Vrancea,Focşani,Stradă Crisana,620081
Vrancea,Focşani,"Stradă Tatulescu Gheorghe, sublocotenent",620081
Vrancea,Focşani,Stradă Balcescu Nicolae,620082
Vrancea,Focşani,Stradă Dobrogeanu Gherea,620082
Vrancea,Focşani,Bulevard Garii,620083
Vrancea,Focşani,Stradă Creanga Ion,620083
Vrancea,Focşani,"Stradă Ionescu Alexandru Grigore, sublocotenent",620083
Vrancea,Focşani,Stradă Predeal,620084
Vrancea,Focşani,Stradă Timis,620084
Vrancea,Focşani,Fundatura Dornisoarei,620087
Vrancea,Focşani,Stradă Borzesti,620087
Vrancea,Focşani,Stradă Dornisoarei,620087
Vrancea,Focşani,Stradă Contemporanul,620088
Vrancea,Focşani,Stradă Cotesti,620088
Vrancea,Focşani,Stradă Crangului,620088
Vrancea,Focşani,Stradă Cosbuc George,620089
Vrancea,Focşani,Stradă Renasterii,620089
Vrancea,Focşani,Stradă Sion Gheorghe,620089
Vrancea,Focşani,Bulevard Unirii,620090
Vrancea,Focşani,Stradă Ghinea Dorinel,620090
Vrancea,Focşani,Stradă Popa Sapca,620090
Vrancea,Focşani,"Stradă Magheru Gheorghe, general",620091
Vrancea,Focşani,Stradă Unirea Principatelor,620091
Vrancea,Focşani,Stradă Diviziei,620094
Vrancea,Focşani,"Stradă Stoenescu Corneliu, capitan",620094
Vrancea,Focşani,Stradă Tineretii,620094
Vrancea,Focşani,Bulevard Unirii,620095
Vrancea,Focşani,Stradă 1 Decembrie 1918,620095
Vrancea,Focşani,Stradă Vrancioaia,620095
Vrancea,Focşani,Bulevard Dimitrie Cantemir,620098
Vrancea,Focşani,Stradă Vamii,620098
Vrancea,Focşani,Bulevard Unirii,620099
Vrancea,Focşani,Piata Unirii,620099
Vrancea,Focşani,"Stradă Pastia Gheorghe, maior",620099
Vrancea,Focşani,Stradă Mare a Unirii,620100
Vrancea,Focşani,Stradă Republicii,620100
Vrancea,Focşani,Stradă Stefan cel Mare,620100
Vrancea,Focşani,Stradă Barnutiu Simion,620101
Vrancea,Focşani,Bulevard Garii,620104
Vrancea,Focşani,Stradă Antrepozite,620104
Vrancea,Focşani,Piata Victoriei,620105
Vrancea,Focşani,Stradă Arges,620105
Vrancea,Focşani,Stradă Campului,620105
Vrancea,Focşani,"Stradă Horia, Closca si Crisan",620105
Vrancea,Focşani,Stradă Zorilor,620105
Vrancea,Focşani,Stradă Golescu Dinicu,620106
Vrancea,Focşani,Stradă Inului,620106
Vrancea,Focşani,"Stradă Stoenescu Corneliu, capitan",620106
Vrancea,Focşani,Stradă Asachi Gheorghe,620107
Vrancea,Focşani,"Stradă Longinescu Gheorghe, profesor",620107
Vrancea,Focşani,Stradă Valcele,620107
Vrancea,Focşani,Stradă Aurora,620110
Vrancea,Focşani,Stradă Balanuta Leopoldina,620110
Vrancea,Focşani,Stradă Cernei,620111
Vrancea,Focşani,Stradă Dogariei,620111
Vrancea,Focşani,Stradă Mare a Unirii,620111
Vrancea,Focşani,Stradă Muresului,620111
Vrancea,Focşani,Bulevard Independentei,620112
Vrancea,Focşani,Stradă Culturii,620112
Vrancea,Focşani,Stradă Eminescu Mihai,620113
Vrancea,Focşani,Stradă Frunzei,620113
Vrancea,Focşani,Stradă Nordului,620113
Vrancea,Focşani,Stradă Prosperitatii,620113
Vrancea,Focşani,Stradă Chilian Vasile,620114
Vrancea,Focşani,Stradă Marasesti,620114
Vrancea,Focşani,Stradă Tarnavitu Scarlat,620114
Vrancea,Focşani,Bulevard Brailei,620117
Vrancea,Focşani,Stradă Bucegi,620117
Vrancea,Focşani,Stradă 1 Decembrie 1918,620118
Vrancea,Focşani,Stradă Trotus,620118
Vrancea,Focşani,"Stradă Varlaam, mitropolit",620118
Vrancea,Focşani,Stradă Carpati,620119
Vrancea,Focşani,Stradă Plevnei,620119
Vrancea,Focşani,Bulevard Brailei,620122
Vrancea,Focşani,Stradă Bucegi,620123
Vrancea,Focşani,Stradă Constitutiei,620123
Vrancea,Focşani,Stradă 1 Decembrie 1918,620124
Vrancea,Focşani,Stradă Trotus,620124
Vrancea,Focşani,"Stradă Varlaam, mitropolit",620124
Vrancea,Focşani,"Stradă Grigorescu, pictor",620125
Vrancea,Focşani,Stradă Panduri,620125
Vrancea,Focşani,Alee Aviatorilor,620128
Vrancea,Focşani,Alee Parc,620128
Vrancea,Focşani,Alee Echitatii,620129
Vrancea,Focşani,Alee 1 Iunie,620130
Vrancea,Focşani,Bulevard Bucuresti,620133
Vrancea,Focşani,Alee 1 Iunie,620134
Vrancea,Focşani,Stradă Constructorului,620135
Vrancea,Focşani,Stradă Revolutiei,620135
Vrancea,Focşani,Alee Unitatii,620136
Vrancea,Focşani,Stradă Coman Cornel,620136
Vrancea,Focşani,Stradă Mihai Viteazul,620136
Vrancea,Focşani,Stradă Petrut Emanoil,620136
Vrancea,Focşani,Stradă Soveja,620136
Vrancea,Focşani,"Stradă Vasilescu Nicolae, colonel",620136
Vrancea,Focşani,Stradă Constructorului,620139
Vrancea,Focşani,Alee Stadionului,620140
Vrancea,Focşani,Alee 1 Iunie,620141
Vrancea,Focşani,Alee Sudului,620141
Vrancea,Focşani,Alee Echitatii,620144
Vrancea,Focşani,Bulevard Bucuresti,620144
Vrancea,Focşani,Stradă Saligny Anghel,620144
Vrancea,Focşani,Alee Laminorului,620145
Vrancea,Focşani,Fundatura Militari,620145
Vrancea,Focşani,Stradă Constantin Brancoveanu,620145
Vrancea,Focşani,Stradă Ghica Voda,620145
Vrancea,Focşani,Stradă Laminorului,620145
Vrancea,Focşani,Stradă Militari,620145
Vrancea,Focşani,Stradă Mugur,620145
Vrancea,Focşani,Stradă Bradului,620146
Vrancea,Focşani,Stradă Mesteacanului,620146
Vrancea,Focşani,Stradă Pinului,620146
Vrancea,Focşani,Stradă Ulmului,620146
Vrancea,Focşani,Stradă Bahne,620149
Vrancea,Focşani,Stradă Legumelor,620149
Vrancea,Focşani,Stradă Panduri,620149
Vrancea,Focşani,Alee Caminului,620150
Vrancea,Focşani,Stradă 8 Martie,620150
Vrancea,Focşani,Stradă Panduri,620150
Vrancea,Focşani,Fundatura Lupeni,620151
Vrancea,Focşani,Stradă Liciu Petre,620151
Vrancea,Focşani,Stradă Lupeni,620151
Vrancea,Focşani,Stradă Parvan Vasile,620152
Vrancea,Focşani,Stradă Plantelor,620152
Vrancea,Focşani,Stradă 1 Mai,620155
Vrancea,Focşani,Stradă Bistrita,620155
Vrancea,Focşani,Stradă Golescu Alexandru,620155
Vrancea,Focşani,Fundatura Doja Gheorghe,620156
Vrancea,Focşani,Stradă Doja Gheorghe,620156
Vrancea,Focşani,Stradă Poienita,620156
Vrancea,Focşani,Stradă Rasaritului,620156
Vrancea,Focşani,Stradă Siretului,620156
Vrancea,Focşani,Fundatura Magura,620157
Vrancea,Focşani,"Fundatura Sontu Gheorghe, maior",620157
Vrancea,Focşani,Stradă Magura,620157
Vrancea,Focşani,Stradă Paun Pincio Ion,620157
Vrancea,Focşani,"Stradă Sontu Gheorghe, maior",620157
Vrancea,Focşani,Stradă Rarau,620160
Vrancea,Focşani,Stradă Vlahuta Alexandru,620160
Vrancea,Focşani,Bulevard Brailei,620161
Vrancea,Focşani,Stradă Bucegi,620161
Vrancea,Focşani,Stradă Dornei,620162
Vrancea,Focşani,"Stradă Telemac, doctor",620162
Vrancea,Focşani,Fundatura Comisia Centrala,620165
Vrancea,Focşani,Fundatura Sihleanu Alecu,620165
Vrancea,Focşani,Stradă Comisia Centrala,620165
Vrancea,Focşani,Stradă Sihleanu Alecu,620165
Vrancea,Focşani,Stradă Lupeni,620166
Vrancea,Focşani,Stradă Moldova,620166
Vrancea,Focşani,Stradă Vlahuta Alexandru,620166
Vrancea,Focşani,Alee Caminului,620167
Vrancea,Focşani,Stradă Bolliac Cezar,620167
Vrancea,Focşani,"Stradă Grigorescu, pictor",620167
Vrancea,Focşani,Bulevard Brailei,620170
Vrancea,Focşani,Stradă Dornei,620170
Vrancea,Focşani,Stradă Panduri,620170
Vrancea,Focşani,Stradă 1 Decembrie 1918,620171
Vrancea,Focşani,"Stradă Grigorescu, pictor",620171
Vrancea,Focşani,Stradă Liciu Petre,620171
Vrancea,Focşani,"Stradă Telemac, doctor",620171
Vrancea,Focşani,Alee Aviatorilor,620172
Vrancea,Focşani,Stradă Democratiei,620172
Vrancea,Focşani,Stradă Focsa,620172
Vrancea,Focşani,Alee 1 Iunie,620175
Vrancea,Focşani,"Stradă Cretu Florin, capitan",620175
Vrancea,Focşani,Alee Echitatii,620176
Vrancea,Focşani,Stradă Revolutiei,620177
Vrancea,Focşani,O.P. Focsani 1,620190
Vrancea,Focşani,Gh.P. Ghiseu 1 - Focsani 1,620200
Vrancea,Focşani,O.P. Focsani 3,620210
Vrancea,Focşani,Gh.P. Ghiseu 1 - Focsani 3,620220
Vrancea,Focşani,O.P. Focsani 4,620230
